0567368619	6156392825	89.251363	43.981879	Mq-pu-es-mK-nZ-Ad	qU-zx-Nb-az-bb-pY	55414228	1517448433	褚眉妍	13002121398	融亨			1537780655
2941109264	3119014728	77.485416	21.364216	QP-vk-Mv-GE-eY-ml	KQ-Jw-XM-cp-Kv-md	45136949	1526074467	乐春婷	13700248933	台桂眉			1535845155
7315951404	2105961162	86.891511	67.752244	tT-wq-Ms-FZ-Ox-Gw	Kn-Jh-cO-cP-nj-NF	44679486	1542025166	夔盛	15805151697	宗雪姣			1543421145
0668767653	2261946728	71.890118	0.023353	PH-Ue-qI-ZO-TZ-TH	fa-wY-qw-eQ-Ts-iv	11428147	1517427782	扈瑗莺	15707554528	庞绍武			1519448616
4061286904	2756460320	34.562690	68.169971	lP-Uo-Wz-Dk-ke-SH	rn-jJ-Wo-gl-iv-qY	68495700	1536087369	文克彪	13100811584	卫以永			1544847478
3832113238	6570557714	58.410057	73.629323	wR-BF-ka-BC-ud-jC	cz-AD-OQ-Ii-gR-nf	31736858	1533841739	笪莺	15800311124	晁馨琰			1515769970
1499426469	5194655282	17.305421	63.384390	lv-Br-El-uS-mP-AI	pQ-yh-hZ-pz-bn-Re	20281854	1521589940	费泽永	13706632977	叶悦			1531926834
9942529335	1527625962	87.633547	51.902961	Uy-aZ-hL-YV-bP-tr	IL-jk-es-wN-LM-tw	07553527	1520767769	郑诚	15700932081	陶生亨			1529326530
9467155777	1193669313	42.703403	11.171759	cm-Xj-rB-Mx-pp-PK	oR-wg-Gj-jK-Hz-aE	33057113	1530921982	温艳艺	13308784440	公玉			1518524581
1821878245	3700279111	85.515977	89.874717	lm-zw-xM-Jl-Vg-OY	So-ZD-UD-ti-Bi-KB	30039854	1520726947	秦坚	15306521405	文学谦			1540667438
4888637696	0735061859	41.772217	19.348815	ft-lo-IU-ZR-VK-SH	pd-Ql-Om-Xc-LE-Wj	50981236	1522184364	蔚彩舒	15306418866	邹欣			1518433287
1587001695	6163550568	11.215900	29.891847	tp-dD-HK-my-px-Ta	gy-Od-Sv-MO-Ro-jW	77798603	1517748987	籍岚	15903212726	禹进伟			1516240897
4050094114	4766651759	63.583111	38.728179	HA-QB-tT-Wu-Ab-OS	EE-TF-QW-fd-lI-Wg	18342990	1518801165	亓保	15307614385	郭梅巧			1541910002
3392919576	0443363591	31.879129	51.825430	GQ-br-rO-Ti-Qx-Wj	Db-lJ-Wd-HN-Lh-TS	83894008	1514913751	席眉可	15000845968	项友			1526181649
0643620307	7474406074	73.289222	14.863030	Rk-nW-HJ-fu-Jl-jB	eB-al-gL-PE-iV-NK	98128570	1544226257	孔泰泽	13602904761	须言			1519342322
2101490240	0616530222	43.848712	34.567838	Rd-JD-Xb-oY-qg-bb	kJ-Vf-SV-jY-Bc-xX	82113849	1538113897	龙世	13706906314	帅坚			1521192058
9380775312	1324648610	23.647211	88.943327	Me-bj-GK-AR-oo-LB	wk-ZP-Im-Ih-Yw-iy	13895838	1523679956	墨荣婉	13102582403	严超			1526741982
3103223271	4252944863	43.055051	78.432311	Nn-rA-qY-Eo-tm-LQ	Zb-QW-ZE-hy-LM-jb	07158439	1529168220	柏枫琬	13705880135	官东			1526732350
8754396092	1973423649	71.255431	76.141393	bC-GJ-fx-zx-kh-SX	YQ-DU-TR-kv-Rz-Kq	32053118	1531888079	汝茂健	13605818626	司卿桂			1533646699
7446963609	0854415041	84.939651	82.422263	tf-iu-Ar-mE-Kt-Yt	vy-nH-xb-ez-yE-cT	16538240	1538247999	毋柔	15808415856	楚筠			1520399195
7697004583	7356328672	7.534433	21.749828	zY-Vn-io-eQ-aS-Fw	Ek-aN-Sp-AO-pF-NG	22718291	1528770199	终悦爱	15104747677	公枝萍			1537530355
1941295558	9903282792	40.629728	49.638569	rT-wO-vj-FH-nB-qY	RL-Br-IB-Xw-lJ-hG	38872388	1542497221	伯伟	15603588233	充璧姣			1541829950
1655169364	5345488075	75.460736	18.083197	Av-Km-uI-EW-RN-jm	ki-jn-HG-iO-tg-SE	02661844	1542857808	屠眉	13808622108	续炎邦			1528335023
8804091509	2253912606	87.487482	9.270763	wc-kD-lg-ZR-gf-we	ox-tv-aJ-pv-dL-sm	17483037	1544548432	衡民	13403801624	凌馨凡			1534828826
7966785354	5146155984	21.696153	46.194453	tR-zE-cs-CI-dK-lM	Jo-Sj-Nt-ZU-oA-fc	88717829	1535871695	毋凝	13100441423	姚新			1518539583
1364093189	8906553280	10.595093	79.994778	UK-xW-Ky-Pc-wp-FW	FL-Gy-Uz-Wr-No-za	20471527	1519462144	翟育婉	15801094442	潘梦			1537064066
5017080881	1220069858	61.150903	23.793817	kt-Wh-tV-oP-aJ-rc	Gb-om-kV-RR-gK-Ls	31875436	1518638549	陈士树	13307546987	施策辉			1536256729
8456607415	3503751251	27.991666	52.759429	fh-ve-kk-sD-dw-Tr	ya-nv-gH-ZP-lo-DN	59174316	1526294715	充璐英	15603452456	邬星波			1519542902
2160092050	9575413145	40.015274	73.716116	mJ-vZ-Fb-DZ-Ws-Ts	mh-TN-EI-sD-bj-fr	35249725	1534025727	俞冠宁	15204181804	崔凡琬			1517645939
7141993640	3868308529	33.197425	51.857560	PR-lb-Wj-TW-uv-Cs	jS-ff-cm-Ar-GG-aO	86790876	1536487906	宇钧清	13903918835	冉雪倩			1530534823
5182750258	9728741729	75.732697	0.917875	hK-Me-HG-fb-SH-be	QA-iS-vJ-lI-mq-Yr	53058684	1518003665	文凤美	13003814289	柳发宏			1529753228
9963895568	9302036124	9.784562	25.437784	mF-YV-pm-Vj-Lo-nn	Pa-hj-ti-kI-TD-zR	13467375	1523594627	梁苑莲	15506621026	延博			1529295316
1821230884	5415757185	72.297490	74.217744	hq-sB-rK-fe-SQ-Yq	tZ-iQ-kL-zZ-NO-ci	26772667	1514872805	施燕	15903522529	宗雪梦			1543377049
3710357077	5571288246	74.368400	1.685709	zo-oU-Vz-RY-Dg-aY	cu-PK-OH-Os-zl-YD	83821436	1520852059	赵莎	15601466478	鞠星			1521677823
8233902293	4406563961	12.362531	8.412526	Kh-Mp-Kg-DT-jl-cW	Wx-ZC-cG-SF-kq-Iz	49258578	1531621973	孔芳妍	13207697373	童世保			1542299420
8790949687	5572119312	57.981388	62.708878	kO-AI-eQ-ic-px-Dy	ur-Iw-dG-ml-RT-Zk	17372419	1522519623	蒯艺	13106566361	杜瑶莲			1542161535
4226747813	5068556461	62.790410	67.237617	wS-Fz-yw-tk-pr-US	GD-gr-Ke-KH-Ny-IF	40605197	1544998793	况秋萍	13702621349	班芸			1534334020
1717158302	0648563811	58.354777	57.386400	pI-HL-sO-MC-no-iy	yC-Pq-Qi-CV-bo-wr	97815910	1530156587	离嘉琴	15200704462	凌旭坚			1522849525
6969422145	2635711705	3.484798	35.212563	pU-DE-Ui-Gx-nT-cG	NP-ql-wb-gM-Oa-xm	83176708	1535557360	暴珍	13207041192	于妹			1540696757
9955739156	5516843823	60.065770	37.180305	nL-vC-wB-MI-rT-HP	Ji-MJ-zL-Mw-nn-Dc	03470373	1516381659	瞿翰	15304864721	蓟英仪			1527764673
