3976316622	9033768152	64.108909	66.017598	gQ-yP-ZT-rN-oZ-NB	pO-ip-QD-eD-Sq-ji	25677392	1536293057	苏腾信	15508568406	侯政利					1540536165
1139595148	1352312155	74.484330	79.561110	HS-JO-aU-oa-Mn-Jv	cu-HE-Ge-mM-GB-pU	15824904	1516106727	康光东	15701686272	笪芳					1528076041
0810171031	5873046923	71.167041	54.984966	cv-uE-gc-FO-OO-od	DQ-yC-Yx-uj-fq-ke	56881785	1519265631	佟黛	15202369066	郝承富					1544284826
9885769705	5190704851	11.075006	53.687780	Si-yE-ig-Ez-De-vf	Lr-uv-lg-jb-cM-AY	44643424	1525869257	那友	15602188088	江卿					1519159346
3067365560	9229736534	57.430730	84.996525	Vy-UJ-St-Xy-qf-Ux	Vw-tu-Nv-Vx-Tf-zW	90883245	1536882118	欧香	13508672840	蔚勤真					1529728187
6990651027	6830957933	20.877498	2.707478	Hi-ip-id-IB-SZ-zm	au-bJ-ew-BH-rq-Lg	14220202	1522563902	宰浩承	15803854556	离永					1534999891
2770932856	4256084133	50.876789	66.546753	kc-qf-kw-zo-Kw-pP	Eo-Nf-aq-pU-cS-to	74079899	1529925724	羿梦	15202540241	程时达					1524985808
5746065179	2410125365	21.327084	69.689143	hI-DO-rv-mL-Su-BU	Qz-Pg-mV-zh-Od-Uy	61208224	1530746834	轩晓	13306505498	谷爱荷					1515043367
5923307512	8388493378	78.695312	88.267699	Ak-ej-FL-Vg-fZ-cS	UU-VF-AH-Oi-eN-Ct	54671095	1531048841	郜建	13302098673	巫全					1528658982
8242049019	8489393361	20.288670	88.865820	GR-Hw-Zt-eO-cn-zL	qK-yp-ul-JG-CH-Cz	02240586	1536521240	寿若良	13204865895	葛梦					1516847816
3300762968	1323422764	33.414023	67.111872	Ht-lC-pz-vo-uy-eC	Yq-xR-cA-Os-dx-fc	66112641	1540935755	鞠翔	13701082537	宁姬云					1515991055
2323154756	3540749377	40.983042	33.440370	gr-uW-sw-vA-eT-wL	SU-ZA-ff-OM-MY-mb	00689813	1534090584	殳永发	15502734494	官娜					1534575588
6857328840	6278875544	60.894701	32.990745	dw-ZX-MN-MU-YG-DF	dH-xg-ll-kr-VD-nP	10615418	1516558601	吉凡瑗	13907773649	沈峰					1541872383
2766101135	8685252755	7.817322	62.761444	Sh-iY-yw-dL-TM-tv	bj-ef-OG-qr-yJ-Sv	18913409	1540650771	濮妍	15803761306	岑全					1538128975
1567382659	3116285055	34.984316	21.537617	vK-lK-ud-ay-wa-rL	kL-pk-Rh-FK-SO-vp	91234317	1534770725	元荷婉	15908511479	关思					1537452415
6615505535	3210102424	64.439139	33.774186	sM-wi-XE-ma-Pm-UX	Bd-ug-Wc-Op-IK-ET	12350877	1520334787	盖园	13607324851	辛英燕					1516874883
3124479604	4240908015	17.454361	14.419445	rH-fJ-Mg-wX-iz-uw	Jh-Td-KY-ch-qT-op	18053241	1540120883	章荔	13104601785	冀思					1545308370
4427385320	6482121477	68.332278	34.396828	SK-Ik-vh-bp-hZ-iK	lg-gg-pE-Fz-sV-Qn	55301129	1544746556	戚澜	15903631931	邹雄榕					1538652332
4353719800	3303162278	85.583629	40.222821	Af-Op-nK-UG-Qs-dA	OW-cn-jy-tU-Tc-Bj	00019086	1521452716	花爱菊	15707344978	米坚全					1529559653
8587744631	1218482505	23.895352	83.923903	ef-iR-xr-jE-Lq-qp	wI-Vy-hy-IV-Fc-ye	99015853	1523371223	墨丽	15606155230	梁爽竹					1530128037
5093574343	2918945722	70.986371	27.757754	Dx-pQ-Wj-kn-oI-lT	Vf-BI-ml-Vo-rY-Mo	54834961	1544709593	钦有浩	13700878213	邱荣					1525444910
8344454952	3890205596	26.268091	75.748789	zN-Hy-hR-sx-EI-FD	fF-El-GI-tJ-qv-Wh	00328666	1538870198	郗兴安	13708705158	昌倩					1541561771
4613207378	9392731101	57.575256	47.380610	vq-jo-oo-qd-lA-yC	fG-sR-jU-ia-cC-UE	78739921	1537164587	左芳悦	15107533647	邢娣影					1525938707
2161184462	8550403684	14.970158	64.988431	rA-vC-zA-fv-Wr-mg	Pj-Se-Pb-eW-bp-II	85744226	1541794853	邢龙	13303814204	于策					1533875795
4740895295	1263662103	60.053005	26.854541	mw-Tr-zP-Fp-kk-hf	DT-cx-cY-iA-Qw-Ps	82066004	1528179096	蒲苑勤	13504376692	堵栋					1538405844
2471010719	3718082857	6.097236	58.395538	xn-rB-UZ-zk-PD-hC	Kf-sv-Kd-Cw-pp-Kp	01770398	1545941229	屠山文	13606103977	彭俊					1543765929
6499009949	9982891858	87.481119	58.028732	lI-rI-nV-QM-yJ-hz	dQ-sS-MG-zm-Hn-qT	74150763	1526140432	芮瑗	13200128688	司策先					1530177392
5603622806	4440764620	18.062290	34.719555	Zs-Jr-oX-Lj-QQ-vM	ys-kJ-RY-pU-UY-bi	14903183	1523903681	乔纯英	15700328581	居馥					1521362715
